"CASE" "YEAR" "AGE" "EVNO" "SUPR" "HRS" "NOEM" "SEX1" "TU" "PROM" "SC80"
"1379" 839 64 26 8 2 7 "3" 3 0 2 "40"
"1380" 839 64 26 9 1 7 "5" 3 0 1 "40"
"1381" 839 66 28 10 2 9 "5" 3 0 1 "40"
"1382" 839 69 31 11 1 6 "5" 3 1 1 "20"
"1383" 840 72 21 1 1 7 "2" 1 0 1 "20"
"1384" 840 73 22 2 1 9 "3" 1 0 1 "20"
"1385" 840 78 27 3 1 9 "3" 1 0 2 "20"
"1386" 842 63 14 1 2 9 "2" 1 0 2 "32"
"1387" 842 66 17 2 2 9 "2" 1 0 1 "40"
"1388" 842 66 17 3 2 7 "5" 2 1 2 "40"
"1389" 842 67 18 4 2 9 "5" 1 1 2 "50"
"1390" 842 70 21 6 2 7 "4" 1 1 2 "50"
"1391" 842 78 29 7 1 6 "5" 1 1 1 "32"
"1392" 844 72 14 1 2 6 "4" 1 0 1 "31"
"1393" 844 78 20 2 2 6 "4" 1 1 1 "20"
"1394" 846 78 16 2 2 6 "2" 1 1 2 "32"
"1395" 846 82 20 4 2 6 "3" 2 0 2 "32"
"1396" 846 85 23 6 2 6 "5" 1 0 1 "32"
"1397" 846 86 24 8 2 6 "5" 1 0 1 "32"
"1398" 848 77 16 1 2 6 "2" 2 0 2 "40"
"1399" 848 79 18 2 2 6 "2" 2 1 2 "40"
"1400" 848 83 22 4 2 6 "2" 2 0 2 "40"
"1401" 848 84 23 5 2 6 "4" 1 1 2 "50"
"1402" 848 86 25 6 2 2 "2" 1 0 2 "32"
"1403" 849 73 16 1 2 6 "4" 1 0 1 "32"
"1404" 849 75 18 2 2 6 "3" 1 0 1 "32"
"1405" 849 77 20 3 1 6 "5" 1 0 1 "20"
"1406" 849 78 21 4 1 6 "5" 1 0 1 "20"
"1407" 849 81 24 5 1 6 "5" 1 0 1 "20"
"1408" 849 83 26 6 1 6 "5" 1 0 1 "20"
"1409" 850 58 18 1 2 7 "4" 1 0 1 "40"
"1410" 850 63 23 2 1 9 "4" 1 0 1 "40"
"1411" 850 73 33 3 1 9 "4" 1 0 1 "40"
"1412" 850 82 42 5 1 9 "4" 1 0 1 "40"
"1413" 850 83 43 7 8 9 "4" 1 0 1 "40"
"1414" 850 84 44 9 1 6 "3" 1 0 2 "31"
"1415" 851 44 15 1 2 8 "2" 1 1 2 "40"
"1416" 851 46 17 2 2 8 "2" 1 1 2 "32"
"1417" 851 52 23 4 2 8 "3" 1 1 2 "32"
"1418" 851 55 26 5 2 8 "3" 1 1 2 "32"
"1419" 851 55 26 6 2 8 "2" 1 1 2 "32"
"1420" 851 56 27 7 1 8 "2" 1 1 1 "32"
"1421" 851 60 31 8 8 8 "2" 1 1 2 "32"
"1422" 851 63 34 9 1 8 "3" 1 1 1 "32"
"1423" 851 71 42 11 2 8 "3" 1 1 2 "40"
"1424" 851 72 43 13 2 6 "3" 1 1 2 "20"
"1425" 851 74 45 14 2 6 "4" 1 1 1 "10"
"1426" 851 78 49 15 2 5 "5" 1 1 2 "20"
"1427" 860 73 18 2 2 6 "2" 1 0 2 "50"
"1428" 860 74 19 3 1 6 "2" 1 0 2 "50"
"1429" 860 76 21 4 2 7 "2" 1 0 2 "50"
"1430" 860 78 23 6 2 6 "2" 1 1 2 "40"
"1431" 860 79 24 8 2 6 "2" 1 1 1 "40"
"1432" 860 82 27 10 2 9 "2" 1 0 2 "40"
"1433" 860 83 28 12 2 6 "2" 1 1 2 "50"
"1434" 861 63 15 1 2 6 "3" 2 0 1 "31"
"1435" 861 67 19 2 1 8 "2" 3 0 1 "20"
"1436" 861 73 25 3 1 9 "2" 3 0 2 "20"
"1437" 864 78 16 1 2 6 "2" 1 0 2 "32"
"1438" 864 83 21 2 2 6 "2" 1 0 2 "32"
"1439" 865 65 17 1 2 7 "3" 1 0 2 "40"
"1440" 865 66 18 2 2 8 "4" 1 0 1 "31"
"1441" 865 67 19 3 2 8 "4" 1 0 2 "31"
"1442" 865 68 20 4 2 8 "4" 1 1 2 "40"
"1443" 868 79 18 1 2 7 "2" 1 0 1 "10"
"1444" 868 85 24 2 1 9 "2" 3 0 1 "20"
"1445" 868 86 25 4 2 6 "4" 3 0 1 "31"
"1446" 868 86 25 5 1 6 "4" 2 0 1 "20"
"1447" 870 66 15 1 2 6 "5" 4 0 1 "32"
"1448" 870 74 23 3 2 6 "5" 1 0 2 "40"
"1449" 870 75 24 5 2 7 "2" 1 0 2 "32"
"1450" 870 81 30 6 2 8 "4" 1 0 1 "31"
"1451" 870 81 30 7 2 8 "4" 1 0 1 "31"
"1452" 870 82 31 11 2 6 "2" 1 0 2 "32"
"1453" 870 83 32 12 2 7 "2" 1 0 2 "32"
"1454" 874 58 16 2 2 7 "2" 1 0 2 "32"
"1455" 874 60 18 3 2 7 "3" 1 1 1 "50"
"1456" 874 63 21 5 1 7 "3" 1 1 1 "32"
"1457" 874 71 29 6 2 8 "5" 1 1 1 "40"
"1458" 874 71 29 7 2 6 "3" 1 1 1 "32"
"1459" 874 73 31 8 2 6 "4" 1 1 1 "32"
"1460" 874 74 32 9 1 7 "3" 2 1 1 "32"
"1461" 874 75 33 10 2 8 "3" 1 0 2 "50"
"1462" 874 75 33 11 1 7 "5" 2 1 1 "20"
"1463" 874 76 34 12 2 6 "4" 1 1 1 "31"
"1464" 874 78 36 13 1 6 "4" 1 1 1 "31"
"1465" 879 68 14 1 2 6 "4" 1 1 2 "32"
"1466" 879 69 15 3 1 9 "5" 1 1 1 "32"
"1467" 879 78 24 5 2 6 "2" 1 0 1 "40"
"1468" 879 78 24 6 2 6 "3" 1 1 2 "40"
"1469" 879 79 25 7 2 7 "4" 1 1 2 "32"
"1470" 879 79 25 8 2 7 "3" 1 0 1 "32"
"1471" 879 80 26 9 2 7 "2" 1 0 2 "32"
"1472" 879 81 27 10 2 9 "3" 1 1 2 "40"
"1473" 879 82 28 11 8 9 "5" 1 0 2 "50"
"1474" 880 60 31 2 2 7 "3" 2 1 2 "50"
"1475" 880 62 33 3 2 9 "5" 2 1 2 "32"
"1476" 880 72 43 4 2 7 "5" 1 1 2 "40"
"1477" 880 74 45 5 2 9 "4" 2 1 2 "40"
"1478" 880 77 48 7 2 9 "4" 2 1 2 "40"
"1479" 880 79 50 8 8 9 "4" 2 1 2 "40"
"1480" 881 51 15 1 2 8 "3" 2 0 1 "40"
"1481" 881 51 15 2 2 8 "4" 2 1 2 "40"
"1482" 881 54 18 3 2 9 "4" 1 1 2 "40"
"1483" 881 57 21 4 2 7 "4" 2 0 2 "40"
"1484" 881 60 24 5 2 9 "3" 2 0 2 "50"
"1485" 881 63 27 6 2 8 "3" 1 1 2 "32"
"1486" 881 68 32 8 2 6 "3" 1 0 2 "50"
"1487" 881 69 33 10 2 8 "5" 2 0 2 "50"
"1488" 881 74 38 12 8 8 "4" 2 0 2 "50"
"1489" 882 62 16 1 2 7 "5" 1 1 2 "32"
"1490" 882 67 21 2 2 7 "5" 1 1 1 "32"
"1491" 882 67 21 3 2 6 "5" 1 0 1 "31"
"1492" 882 79 33 6 1 9 "2" 1 0 2 "20"
"1493" 883 85 23 1 2 7 "2" 2 1 2 "10"
"1494" 884 72 15 1 2 6 "2" 1 0 2 "40"
"1495" 884 80 23 2 2 7 "2" 1 0 2 "50"
"1496" 884 82 25 4 2 6 "2" 1 0 2 "40"
"1497" 886 77 16 2 2 6 "2" 1 0 2 "40"
"1498" 886 78 17 3 2 6 "2" 1 0 2 "50"
"1499" 886 82 21 5 2 6 "4" 3 1 1 "40"
"1500" 889 66 16 2 2 6 "2" 1 0 1 "32"
"1501" 889 67 17 3 2 6 "4" 2 0 1 "40"
"1502" 889 68 18 4 2 6 "4" 2 0 2 "40"
"1503" 889 69 19 5 2 6 "4" 1 0 1 "40"
"1504" 889 71 21 6 2 6 "4" 1 0 1 "40"
"1505" 889 72 22 7 2 9 "3" 1 1 2 "40"
"1506" 889 72 22 8 2 9 "4" 1 0 2 "40"
"1507" 889 74 24 9 2 6 "3" 1 0 2 "50"
"1508" 889 75 25 10 2 6 "3" 2 0 2 "32"
"1509" 889 76 26 11 2 6 "4" 1 0 2 "32"
"1510" 889 78 28 12 2 9 "4" 1 0 2 "32"
"1511" 890 57 15 1 2 7 "5" 1 1 1 "32"
"1512" 890 75 33 2 2 6 "5" 1 1 1 "32"
"1513" 893 67 22 1 2 5 "5" 1 0 1 "31"
"1514" 893 69 24 2 1 5 "5" 1 1 1 "31"
"1515" 893 70 25 3 1 5 "5" 1 0 1 "10"
"1516" 893 73 28 4 1 5 "5" 1 0 1 "20"
"1517" 893 74 29 5 1 5 "5" 1 0 1 "10"
"1518" 893 75 30 6 1 5 "5" 1 0 1 "20"
"1519" 893 78 33 7 1 5 "5" 1 0 1 "20"
"1520" 893 80 35 8 8 5 "5" 1 0 1 "20"
"1521" 898 62 15 1 2 8 "4" 1 0 1 "32"
"1522" 898 68 21 3 2 8 "4" 1 0 1 "32"
"1523" 898 70 23 4 2 8 "3" 1 0 2 "32"
"1524" 898 72 25 5 2 8 "4" 1 1 1 "32"
"1525" 898 75 28 6 2 7 "2" 1 0 2 "32"
"1526" 898 77 30 7 2 9 "2" 1 1 1 "50"
"1527" 898 83 36 9 1 7 "2" 1 0 1 "32"
"1528" 898 84 37 10 1 7 "2" 1 0 1 "20"
"1529" 898 85 38 11 8 7 "2" 1 0 1 "20"
"1530" 904 55 15 1 2 7 "2" 1 0 1 "32"
"1531" 904 61 21 2 2 7 "2" 1 0 2 "32"
"1532" 904 69 29 3 1 8 "3" 1 1 2 "32"
"1533" 904 79 39 4 1 8 "3" 1 0 2 "32"
"1534" 904 84 44 6 1 8 "3" 1 0 2 "32"
"1535" 904 85 45 7 2 9 "3" 1 0 2 "32"
"1536" 907 74 15 1 2 6 "2" 2 0 2 "32"
"1537" 907 78 19 2 2 6 "4" 2 1 2 "40"
"1538" 907 79 20 3 2 6 "4" 2 1 2 "32"
"1539" 907 79 20 4 2 6 "4" 1 1 2 "32"
"1540" 907 83 24 6 2 6 "4" 2 1 1 "32"
"1541" 910 71 22 1 1 6 "3" 2 0 2 "20"
"1542" 910 72 23 2 2 6 "4" 2 0 1 "31"
"1543" 910 73 24 3 2 6 "4" 2 0 1 "31"
"1544" 910 74 25 4 2 6 "4" 2 0 1 "20"
"1545" 910 75 26 5 2 6 "4" 2 0 1 "20"
"1546" 910 78 29 6 2 6 "4" 2 0 1 "20"
"1547" 910 79 30 7 2 6 "5" 1 0 1 "20"
"1548" 910 80 31 8 1 6 "4" 1 0 1 "20"
"1549" 910 83 34 9 1 6 "4" 1 0 1 "20"
"1550" 910 85 36 10 2 6 "4" 3 0 1 "20"
"1551" 911 81 16 1 2 6 "2" 2 0 2 "32"
"1552" 911 83 18 2 1 4 "2" 2 0 2 "32"
"1553" 911 83 18 3 1 7 "4" 2 0 1 "32"
"1554" 915 83 18 3 2 4 "3" 1 0 2 "40"
"1555" 915 85 20 5 8 4 "3" 1 1 2 "40"
"1556" 923 72 20 1 2 6 "4" 2 0 2 "40"
"1557" 923 73 21 3 2 7 "4" 1 0 1 "10"
"1558" 923 76 24 4 1 7 "4" 1 0 1 "10"
"1559" 923 78 26 5 1 7 "4" 1 0 1 "31"
"1560" 923 81 29 6 1 7 "4" 1 0 1 "20"
"1561" 923 82 30 7 1 7 "4" 1 0 1 "20"
"1562" 923 84 32 8 1 8 "5" 1 0 1 "20"
"1563" 923 86 34 9 1 9 "5" 1 0 1 "20"
"1564" 926 62 15 1 2 6 "2" 2 1 1 "31"
"1565" 926 65 18 2 2 6 "2" 1 0 1 "50"
"1566" 926 66 19 3 2 6 "2" 1 0 1 "40"
"1567" 926 67 20 5 2 8 "1" 2 1 2 "40"
"1568" 926 68 21 6 8 6 "2" 2 0 1 "40"
"1569" 926 74 27 9 2 6 "2" 1 1 1 "32"
"1570" 926 75 28 10 1 6 "2" 1 1 1 "32"
"1571" 926 77 30 11 1 6 "2" 2 0 2 "32"
"1572" 926 78 31 12 1 7 "3" 2 0 1 "32"
"1573" 926 80 33 13 1 6 "2" 2 0 1 "32"
"1574" 926 82 35 15 2 2 "2" 2 0 2 "32"
"1575" 926 82 35 16 1 6 "2" 3 1 1 "20"
"1576" 928 80 16 2 2 6 "2" 2 0 2 "31"
"1577" 928 82 18 4 2 7 "5" 2 1 1 "40"
"1578" 929 48 15 1 2 7 "2" 1 1 2 "32"
"1579" 929 48 15 2 2 7 "2" 1 1 2 "32"
"1580" 929 55 22 3 2 7 "3" 2 1 1 "20"
"1581" 929 69 36 4 1 8 "3" 2 1 2 "20"
"1582" 934 76 20 2 2 6 "3" 1 1 2 "32"
"1583" 939 68 16 1 2 6 "3" 1 0 1 "40"
"1584" 939 72 20 2 2 6 "3" 1 0 2 "40"
"1585" 939 79 27 3 2 7 "4" 1 1 1 "40"
"1586" 944 55 14 1 2 8 "4" 1 0 1 "32"
"1587" 945 74 16 1 2 6 "2" 2 0 2 "32"
"1588" 945 78 20 2 2 6 "2" 2 0 2 "32"
"1589" 945 80 22 3 2 7 "4" 2 1 2 "32"
"1590" 945 84 26 5 2 8 "2" 1 0 1 "32"
"1591" 945 85 27 7 2 6 "5" 1 0 2 "32"
"1592" 945 86 28 9 1 9 "3" 3 0 1 "32"
"1593" 945 86 28 11 2 8 "3" 1 0 1 "50"
"1594" 946 68 16 1 2 6 "2" 1 0 1 "31"
"1595" 946 71 19 2 1 6 "2" 3 0 1 "20"
"1596" 958 77 15 1 2 6 "4" 1 1 1 "32"
"1597" 958 85 23 2 8 6 "2" 1 0 2 "32"
"1598" 966 82 16 1 2 5 "2" 1 0 2 "32"
"1599" 966 85 19 3 2 4 "3" 1 1 2 "50"
"1600" 968 66 15 1 2 6 "3" 1 1 1 "40"
"1601" 968 71 20 2 1 8 "3" 1 1 1 "32"
"1602" 975 83 18 1 2 6 "4" 3 0 1 "31"
"1603" 975 84 19 2 2 6 "5" 2 0 1 "31"
"1604" 975 85 20 3 2 6 "2" 2 0 2 "31"
"1605" 975 86 21 4 1 6 "3" 2 0 1 "32"
"1606" 985 51 15 1 2 7 "5" 2 0 1 "31"
"1607" 985 57 21 3 1 6 "4" 1 0 1 "20"
"1608" 985 70 34 4 1 6 "4" 1 0 2 "20"
"1609" 985 75 39 5 1 7 "3" 2 0 1 "20"
"1610" 985 82 46 6 1 7 "3" 2 0 2 "20"
"1611" 988 40 14 1 2 8 "4" 1 0 1 "31"
"1612" 988 41 15 2 2 6 "2" 1 0 1 "31"
"1613" 988 42 16 3 2 6 "3" 1 0 1 "31"
"1614" 988 42 16 4 2 6 "2" 1 0 2 "31"
"1615" 988 47 21 5 2 6 "4" 1 0 1 "31"
"1616" 988 47 21 6 1 6 "4" 1 0 1 "31"
"1617" 988 50 24 7 1 6 "4" 1 0 1 "31"
"1618" 988 52 26 8 1 6 "2" 3 0 2 "31"
"1619" 988 86 60 9 1 6 "3" 1 0 1 "20"
"1620" 989 80 16 1 2 6 "3" 1 1 2 "50"
"1621" 989 84 20 2 2 9 "4" 1 1 1 "32"
"1622" 990 77 17 1 1 6 "3" 1 1 1 "31"
"1623" 993 79 16 1 1 7 "2" 2 0 1 "31"
"1624" 995 54 14 1 2 7 "2" 1 0 2 "32"
"1625" 995 56 16 2 2 7 "2" 1 0 2 "32"
"1626" 995 63 23 4 1 9 "2" 1 1 1 "32"
"1627" 995 64 24 5 8 9 "2" 1 1 1 "32"
"1628" 995 72 32 6 1 9 "2" 1 1 1 "32"
"1629" 1001 68 22 1 2 5 "3" 2 1 1 "40"
"1630" 1001 69 23 2 2 5 "3" 2 1 1 "20"
"1631" 1001 72 26 3 2 5 "3" 2 1 1 "20"
"1632" 1001 79 33 4 1 5 "3" 2 1 1 "20"
"1633" 1001 86 40 5 1 5 "3" 2 1 1 "20"
